person_age,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_income_log
28,MORTGAGE,1.0,HOMEIMPROVEMENT,D,20000,13.24,0,0.25,N,8,11.289794413577894
27,RENT,4.0,MEDICAL,B,12000,12.69,0,0.3,N,8,10.596659732783579
31,RENT,5.0,MEDICAL,B,12000,11.99,0,0.3,N,5,10.596659732783579
35,MORTGAGE,2.0,PERSONAL,B,3200,11.11,0,0.04,N,7,11.289844411702974
28,RENT,12.0,VENTURE,B,12000,11.11,0,0.3,N,5,10.596659732783579
31,MORTGAGE,9.0,MEDICAL,C,3500,12.61,0,0.04,N,10,11.289844411702974
27,RENT,8.0,MEDICAL,B,12000,10.37,0,0.3,N,9,10.596659732783579
28,MORTGAGE,5.0,MEDICAL,A,12000,6.91,0,0.15,N,6,11.289844411702974
31,MORTGAGE,9.0,MEDICAL,B,5500,10.75,0,0.07,N,8,11.289844411702974
28,MORTGAGE,2.0,VENTURE,B,22750,11.49,0,0.28,N,6,11.289844411702974
28,RENT,0.0,EDUCATION,D,12000,14.61,1,0.35,Y,8,10.434145214930487
30,RENT,0.0,DEBTCONSOLIDATION,C,12000,12.87,1,0.35,N,6,10.434145214930487
35,MORTGAGE,0.0,DEBTCONSOLIDATION,B,14400,10.95,0,0.18,N,5,11.289844411702974
32,RENT,3.0,DEBTCONSOLIDATION,B,12000,11.89,0,0.3,N,10,10.596659732783579
30,RENT,13.0,EDUCATION,B,12000,9.2,0,0.3,N,8,10.596659732783579
30,RENT,2.0,MEDICAL,D,12000,14.96,1,0.35,Y,6,10.435497201969248
32,RENT,2.0,VENTURE,D,12000,14.96,1,0.35,Y,8,10.443221281449327
30,OWN,11.0,VENTURE,A,24000,7.49,0,0.3,N,7,11.292989264602502
34,MORTGAGE,3.0,PERSONAL,C,15000,12.73,0,0.19,Y,9,11.293537353157436
35,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000,7.88,0,0.15,N,10,11.293636973355513
29,RENT,6.0,PERSONAL,B,12000,10.0,0,0.29,N,7,10.621449289470512
28,MORTGAGE,3.0,HOMEIMPROVEMENT,B,20000,10.99,1,0.27,N,8,11.217224661591072
32,RENT,4.0,DEBTCONSOLIDATION,A,12000,7.51,1,0.33,N,7,10.486568719482518
29,MORTGAGE,13.0,VENTURE,A,8000,7.14,0,0.1,N,10,11.294781892900653
32,RENT,13.0,PERSONAL,A,12000,7.51,0,0.29,N,8,10.645448706505872
31,RENT,12.0,PERSONAL,B,12000,10.99,0,0.29,N,9,10.645448706505872
27,RENT,2.0,PERSONAL,B,12000,10.65,0,0.29,N,7,10.645448706505872
29,MORTGAGE,2.0,HOMEIMPROVEMENT,C,10000,13.72,0,0.12,N,10,11.295975195631474
28,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6000,7.74,0,0.07,N,5,11.296024885689746
28,MORTGAGE,2.0,EDUCATION,B,4000,9.63,0,0.05,N,7,11.296881650771242
28,RENT,0.0,VENTURE,B,12000,11.11,0,0.29,N,9,10.645448706505872
34,MORTGAGE,2.0,EDUCATION,B,15000,12.21,0,0.19,N,6,11.297266335365645
27,RENT,2.0,DEBTCONSOLIDATION,D,12000,14.09,1,0.33,Y,10,10.491301994830229
31,RENT,4.0,EDUCATION,B,12000,10.36,1,0.33,N,8,10.491301994830229
28,MORTGAGE,5.0,MEDICAL,A,5000,7.51,0,0.06,N,9,11.299100857107293
27,MORTGAGE,3.0,PERSONAL,C,3000,10.99,0,0.04,N,10,11.299744620670225
30,RENT,1.0,PERSONAL,B,12000,9.88,0,0.29,N,8,10.645448706505872
31,RENT,1.0,MEDICAL,B,12000,10.99,0,0.29,N,9,10.645448706505872
33,RENT,3.0,DEBTCONSOLIDATION,C,12000,13.57,0,0.29,N,7,10.645448706505872
35,MORTGAGE,15.0,DEBTCONSOLIDATION,B,5400,10.99,0,0.07,N,5,11.302216779257382
28,MORTGAGE,6.0,VENTURE,A,2500,5.99,0,0.03,N,6,11.302216779257382
30,RENT,13.0,VENTURE,B,12000,11.71,0,0.28,N,8,10.659633006160352
30,RENT,3.0,PERSONAL,B,12000,10.59,0,0.28,N,10,10.666324028690118
29,MORTGAGE,5.0,PERSONAL,A,14000,7.66,0,0.17,N,9,11.302216779257382
27,OWN,4.0,VENTURE,C,9000,13.43,0,0.11,Y,9,11.302216779257382
32,MORTGAGE,1.0,PERSONAL,B,10000,10.37,0,0.12,N,10,11.302216779257382
33,OWN,4.0,PERSONAL,A,12000,6.17,0,0.15,N,8,11.302216779257382
28,MORTGAGE,11.0,HOMEIMPROVEMENT,A,6000,6.17,0,0.07,N,10,11.302216779257382
34,OWN,5.0,HOMEIMPROVEMENT,B,12000,11.99,0,0.31,N,6,10.571342565808699
29,RENT,4.0,HOMEIMPROVEMENT,A,12000,9.63,1,0.32,N,7,10.518700218288165
27,RENT,0.0,VENTURE,A,12000,8.94,0,0.28,N,5,10.673618922112436
31,MORTGAGE,15.0,HOMEIMPROVEMENT,A,7200,9.63,0,0.09,N,8,11.302216779257382
29,MORTGAGE,1.0,DEBTCONSOLIDATION,A,7750,9.32,0,0.1,N,10,11.302216779257382
27,MORTGAGE,2.0,MEDICAL,A,5500,8.0,0,0.07,N,8,11.302216779257382
29,MORTGAGE,8.0,PERSONAL,C,12000,13.16,1,0.16,Y,7,11.225256725762893
28,MORTGAGE,0.0,VENTURE,C,5000,12.53,0,0.06,N,9,11.302216779257382
33,MORTGAGE,2.0,DEBTCONSOLIDATION,B,7500,10.08,1,0.1,N,9,11.225256725762893
27,OWN,3.0,MEDICAL,A,9600,5.79,0,0.25,N,10,10.571342565808699
32,RENT,5.0,PERSONAL,B,12000,10.99,0,0.27,N,8,10.710164291083952
28,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5200,11.49,0,0.06,N,7,11.303697146165202
30,OWN,3.0,EDUCATION,B,18000,10.75,0,0.22,N,10,11.303697146165202
32,MORTGAGE,6.0,EDUCATION,A,3600,7.88,0,0.04,N,9,11.304732100608703
34,RENT,17.0,VENTURE,A,12000,6.03,0,0.27,N,9,10.714439990727769
29,RENT,0.0,MEDICAL,C,12000,12.99,0,0.27,Y,7,10.714439990727769
29,MORTGAGE,13.0,EDUCATION,A,10000,10.99,0,0.12,N,8,11.307142836927456
28,RENT,12.0,EDUCATION,A,12000,5.42,0,0.27,N,10,10.714439990727769
31,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4000,13.57,0,0.05,N,7,11.309596795779068
33,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9000,8.0,0,0.11,N,8,11.312093645417177
29,OWN,5.0,HOMEIMPROVEMENT,G,25000,21.27,1,0.33,N,6,11.236394322495983
29,MORTGAGE,13.0,VENTURE,A,8000,7.66,0,0.1,N,10,11.313266479778829
32,RENT,9.0,MEDICAL,A,12000,7.88,0,0.27,N,6,10.714439990727769
33,RENT,4.0,MEDICAL,A,12000,7.88,0,0.27,N,6,10.714439990727769
28,MORTGAGE,12.0,EDUCATION,B,3000,12.42,0,0.04,N,5,11.314437940211276
29,OWN,10.0,PERSONAL,C,9000,12.72,0,0.23,Y,9,10.571342565808699
35,RENT,3.0,MEDICAL,B,12000,11.26,0,0.27,N,5,10.714439990727769
35,MORTGAGE,3.0,PERSONAL,A,18800,7.51,0,0.23,N,10,11.314486721293981
29,MORTGAGE,9.0,DEBTCONSOLIDATION,D,4400,16.29,1,0.06,Y,10,11.23850177707664
28,MORTGAGE,3.0,HOMEIMPROVEMENT,D,25000,16.29,0,0.3,N,5,11.314486721293981
27,MORTGAGE,11.0,VENTURE,A,4000,7.9,0,0.05,N,10,11.314486721293981
33,MORTGAGE,2.0,EDUCATION,A,6000,7.51,0,0.07,N,10,11.314486721293981
29,OWN,5.0,PERSONAL,C,21000,14.65,0,0.26,Y,5,11.314486721293981
27,MORTGAGE,11.0,PERSONAL,A,10000,7.51,0,0.12,N,9,11.314486721293981
29,MORTGAGE,5.0,MEDICAL,B,20000,10.99,0,0.24,N,7,11.314486721293981
28,RENT,3.0,MEDICAL,B,12000,10.99,0,0.26,N,8,10.736418414365376
31,MORTGAGE,15.0,PERSONAL,B,8000,11.99,0,0.1,N,5,11.314486721293981
29,RENT,4.0,MEDICAL,B,12000,10.74,0,0.26,N,10,10.736418414365376
32,MORTGAGE,4.0,EDUCATION,D,8000,16.89,0,0.1,N,8,11.314486721293981
28,RENT,0.0,DEBTCONSOLIDATION,E,12000,15.57,1,0.3,N,7,10.596659732783579
33,MORTGAGE,2.0,PERSONAL,B,20000,10.99,0,0.24,N,10,11.314486721293981
27,MORTGAGE,3.0,VENTURE,A,10000,6.92,0,0.12,N,9,11.314486721293981
27,MORTGAGE,0.0,VENTURE,B,14000,10.0,0,0.17,N,7,11.314486721293981
28,MORTGAGE,8.0,EDUCATION,A,18000,7.66,0,0.22,N,9,11.314486721293981
31,MORTGAGE,4.0,EDUCATION,A,10000,7.29,0,0.12,N,5,11.314486721293981
32,MORTGAGE,13.0,PERSONAL,B,10000,10.36,0,0.12,N,9,11.314486721293981
35,MORTGAGE,4.0,HOMEIMPROVEMENT,E,10000,16.69,0,0.12,Y,9,11.314486721293981
28,MORTGAGE,0.0,VENTURE,C,15000,12.98,0,0.18,Y,8,11.314486721293981
31,MORTGAGE,15.0,HOMEIMPROVEMENT,A,9000,5.42,0,0.11,N,9,11.314486721293981
29,RENT,5.0,VENTURE,A,12000,7.29,0,0.25,N,8,10.763356070097183
29,RENT,0.0,PERSONAL,A,12000,8.94,0,0.25,N,5,10.768506042432708
30,MORTGAGE,5.0,PERSONAL,A,5000,6.76,0,0.06,N,8,11.314486721293981
31,RENT,2.0,MEDICAL,B,12000,11.99,0,0.25,N,5,10.77270764101727
28,RENT,0.0,MEDICAL,B,12000,10.99,0,0.25,N,7,10.775638291416081
32,MORTGAGE,12.0,MEDICAL,B,25000,11.36,1,0.33,N,5,11.075985169527042
27,RENT,5.0,VENTURE,B,12000,11.71,0,0.25,N,6,10.778977123006351
27,RENT,5.0,DEBTCONSOLIDATION,E,12000,16.0,1,0.29,Y,5,10.645448706505872
34,MORTGAGE,13.0,DEBTCONSOLIDATION,E,20000,17.74,1,0.26,N,5,11.23850177707664
29,MORTGAGE,13.0,HOMEIMPROVEMENT,F,20000,16.08,1,0.26,Y,6,11.23850177707664
32,RENT,1.0,MEDICAL,A,12000,6.62,0,0.25,N,7,10.78727575364831
35,MORTGAGE,7.0,HOMEIMPROVEMENT,A,7200,6.62,0,0.09,N,7,11.314584276321192
28,RENT,2.0,VENTURE,B,12000,9.91,0,0.2,N,10,11.002116507732017
31,MORTGAGE,12.0,HOMEIMPROVEMENT,C,2800,12.68,0,0.03,Y,9,11.315900338561034
30,RENT,0.0,PERSONAL,B,12000,11.71,0,0.2,N,9,11.002116507732017
30,RENT,1.0,EDUCATION,A,12000,6.62,1,0.22,N,6,10.896757843893464
33,OWN,8.0,EDUCATION,D,14400,16.0,0,0.17,Y,7,11.319401393668281
29,RENT,7.0,MEDICAL,B,12000,9.91,0,0.2,N,7,11.002116507732017
28,MORTGAGE,12.0,MEDICAL,A,11000,7.49,0,0.13,N,9,11.320565693461432
27,RENT,0.0,VENTURE,C,12000,13.49,0,0.2,Y,6,11.002116507732017
31,RENT,0.0,MEDICAL,A,12000,7.49,0,0.2,N,9,11.002116507732017
30,MORTGAGE,7.0,EDUCATION,D,10000,15.65,0,0.12,Y,9,11.320565693461432
27,MORTGAGE,3.0,PERSONAL,A,11100,8.94,0,0.13,N,5,11.320565693461432
30,RENT,5.0,PERSONAL,B,12000,10.99,0,0.2,N,7,11.002116507732017
31,MORTGAGE,4.0,VENTURE,A,12000,6.62,0,0.15,N,8,11.320856556721393
30,RENT,1.0,HOMEIMPROVEMENT,C,12000,13.84,0,0.2,Y,7,11.002116507732017
31,RENT,5.0,HOMEIMPROVEMENT,A,12000,7.49,0,0.2,N,10,11.002116507732017
34,RENT,3.0,VENTURE,A,12000,6.92,0,0.2,N,9,11.002116507732017
29,MORTGAGE,6.0,VENTURE,B,19450,9.91,0,0.24,N,10,11.321777065973317
30,MORTGAGE,9.0,MEDICAL,E,5000,16.35,1,0.07,Y,6,11.084370833637031
31,OTHER,10.0,DEBTCONSOLIDATION,C,6000,12.09,0,0.07,Y,9,11.322454794157652
28,RENT,3.0,PERSONAL,A,12000,6.17,0,0.2,N,6,11.002116507732017
28,MORTGAGE,10.0,VENTURE,B,18000,10.99,0,0.22,N,7,11.324195417595107
31,RENT,2.0,PERSONAL,C,12000,13.98,0,0.2,N,5,11.002116507732017
27,MORTGAGE,11.0,EDUCATION,A,3500,6.03,0,0.04,N,5,11.326607934898927
30,RENT,4.0,PERSONAL,B,12000,10.99,0,0.2,N,10,11.002116507732017
29,RENT,2.0,PERSONAL,C,12000,14.22,0,0.2,Y,6,11.002116507732017
29,MORTGAGE,13.0,HOMEIMPROVEMENT,A,7500,8.9,0,0.09,N,6,11.326607934898927
28,MORTGAGE,6.0,DEBTCONSOLIDATION,B,5000,10.99,0,0.06,N,9,11.326607934898927
28,RENT,2.0,MEDICAL,D,12000,15.31,1,0.22,N,7,10.896757843893464
28,RENT,2.0,PERSONAL,B,12000,12.18,0,0.2,N,10,11.002116507732017
27,MORTGAGE,4.0,VENTURE,A,8800,8.49,0,0.11,N,9,11.326607934898927
33,MORTGAGE,14.0,DEBTCONSOLIDATION,A,18000,8.49,0,0.22,N,6,11.326607934898927
27,RENT,2.0,MEDICAL,C,12000,13.92,0,0.2,Y,8,11.002116507732017
27,MORTGAGE,11.0,VENTURE,C,2500,13.99,0,0.03,Y,8,11.326607934898927
31,MORTGAGE,11.0,MEDICAL,A,7500,10.99,0,0.09,N,6,11.326607934898927
31,MORTGAGE,3.0,EDUCATION,A,7500,7.66,0,0.09,N,10,11.326607934898927
28,MORTGAGE,9.0,DEBTCONSOLIDATION,B,12000,10.74,0,0.14,N,6,11.326607934898927
30,MORTGAGE,4.0,DEBTCONSOLIDATION,B,20000,11.11,0,0.24,N,6,11.326607934898927
29,MORTGAGE,5.0,VENTURE,A,7500,10.99,0,0.09,N,10,11.326607934898927
34,RENT,0.0,EDUCATION,C,12000,12.22,0,0.2,Y,7,11.002116507732017
35,MORTGAGE,17.0,HOMEIMPROVEMENT,D,15000,10.99,0,0.18,N,6,11.326607934898927
32,MORTGAGE,1.0,EDUCATION,A,10000,8.0,0,0.12,N,5,11.326607934898927
30,RENT,4.0,EDUCATION,A,12000,6.92,0,0.2,N,9,11.0186455364637
27,RENT,1.0,VENTURE,B,12000,12.21,0,0.2,N,5,11.0186455364637
35,MORTGAGE,6.0,HOMEIMPROVEMENT,A,15000,10.99,0,0.18,N,7,11.326656125928176
29,MORTGAGE,3.0,PERSONAL,B,4500,11.49,0,0.05,N,10,11.326656125928176
28,RENT,4.0,PERSONAL,C,3000,15.23,0,0.13,Y,7,10.085850775128717
31,RENT,2.0,DEBTCONSOLIDATION,A,3000,7.49,0,0.13,N,10,10.085850775128717
33,RENT,2.0,MEDICAL,A,3000,6.62,0,0.13,N,9,10.085850775128717
28,MORTGAGE,3.0,EDUCATION,C,8000,13.99,0,0.1,Y,10,11.328233100030271
28,MORTGAGE,12.0,MEDICAL,C,3600,14.72,0,0.04,N,9,11.328257156707805
30,RENT,8.0,PERSONAL,A,3000,10.99,1,0.13,N,6,10.085850775128717
29,RENT,1.0,PERSONAL,B,3000,11.14,0,0.13,N,6,10.085850775128717
28,RENT,4.0,VENTURE,A,3000,9.32,0,0.13,N,6,10.085850775128717
33,MORTGAGE,18.0,HOMEIMPROVEMENT,A,13000,6.99,0,0.16,N,7,11.329014645967838
34,MORTGAGE,3.0,PERSONAL,C,5000,14.79,0,0.06,Y,8,11.329014645967838
28,RENT,0.0,DEBTCONSOLIDATION,A,3000,5.42,0,0.12,N,6,10.12667110305036
27,RENT,0.0,HOMEIMPROVEMENT,D,3000,15.62,1,0.12,N,5,10.12667110305036
32,RENT,0.0,PERSONAL,C,3000,13.48,0,0.12,Y,6,10.12667110305036
28,MORTGAGE,1.0,EDUCATION,A,8000,7.14,0,0.1,N,8,11.332613886815139
35,RENT,0.0,VENTURE,D,3000,15.33,1,0.12,N,8,10.12667110305036
34,RENT,3.0,VENTURE,A,3000,7.4,0,0.12,N,8,10.12667110305036
30,RENT,0.0,DEBTCONSOLIDATION,A,3000,10.99,0,0.12,N,7,10.12667110305036
28,RENT,2.0,EDUCATION,C,3000,13.22,0,0.12,Y,8,10.12667110305036
32,MORTGAGE,5.0,EDUCATION,B,12800,9.99,0,0.15,N,6,11.336438851734787
27,MORTGAGE,11.0,VENTURE,A,15000,6.03,0,0.18,N,6,11.337225934085149
34,RENT,4.0,VENTURE,A,3000,7.66,0,0.12,N,8,10.134638955251866
27,RENT,4.0,PERSONAL,D,3000,15.58,1,0.12,Y,6,10.134638955251866
30,MORTGAGE,1.0,DEBTCONSOLIDATION,B,6000,10.99,0,0.07,N,6,11.338583982516495
28,RENT,12.0,VENTURE,B,3000,10.99,0,0.12,N,9,10.150230436100662
28,OWN,8.0,VENTURE,A,25000,7.9,0,0.3,N,7,11.338583982516495
30,RENT,1.0,PERSONAL,C,3000,13.72,0,0.12,N,10,10.154907530801994
27,RENT,0.0,EDUCATION,C,3000,13.98,0,0.11,N,10,10.17385814221302
27,MORTGAGE,2.0,PERSONAL,B,7000,12.69,0,0.08,N,10,11.338583982516495
31,MORTGAGE,0.0,PERSONAL,A,7000,7.9,0,0.08,N,6,11.338583982516495
27,RENT,1.0,DEBTCONSOLIDATION,A,3000,5.79,0,0.11,N,10,10.199174996326047
34,MORTGAGE,10.0,VENTURE,A,30000,7.9,0,0.36,N,8,11.338583982516495
33,MORTGAGE,17.0,VENTURE,A,20000,5.99,0,0.24,N,8,11.338583982516495
27,RENT,0.0,EDUCATION,B,3000,10.99,0,0.11,N,5,10.221977646629885
34,MORTGAGE,6.0,EDUCATION,A,2400,7.49,0,0.03,N,6,11.338583982516495
29,MORTGAGE,11.0,MEDICAL,A,15000,6.99,0,0.18,N,7,11.338583982516495
32,RENT,5.0,MEDICAL,B,3000,11.12,1,0.11,N,8,10.225607282932941
28,RENT,3.0,VENTURE,C,3000,13.57,0,0.11,N,10,10.225607282932941
28,RENT,3.0,VENTURE,A,3000,6.91,0,0.11,N,10,10.239995502805316
31,MORTGAGE,12.0,HOMEIMPROVEMENT,A,10000,5.99,0,0.12,N,8,11.338583982516495
28,OWN,12.0,VENTURE,D,25000,15.62,0,0.3,Y,5,11.338583982516495
28,MORTGAGE,0.0,EDUCATION,B,1000,9.99,0,0.01,N,10,11.338583982516495
27,MORTGAGE,5.0,PERSONAL,B,6775,10.59,1,0.09,N,5,11.264476926102367
27,RENT,0.0,EDUCATION,A,3000,7.88,1,0.1,N,7,10.268165387743457
29,MORTGAGE,9.0,HOMEIMPROVEMENT,A,5900,7.66,0,0.07,N,9,11.338583982516495
27,MORTGAGE,3.0,DEBTCONSOLIDATION,A,7000,7.29,0,0.08,N,5,11.338583982516495
30,MORTGAGE,13.0,HOMEIMPROVEMENT,B,12000,11.11,0,0.14,N,9,11.338583982516495
34,RENT,2.0,VENTURE,C,3000,11.78,0,0.1,N,9,10.270939218446076
28,MORTGAGE,12.0,MEDICAL,B,20500,10.0,0,0.24,N,5,11.338583982516495
29,OWN,13.0,PERSONAL,A,6000,5.42,0,0.07,N,5,11.338583982516495
30,RENT,2.0,VENTURE,A,3000,7.9,0,0.1,N,9,10.278596540629394
32,MORTGAGE,15.0,MEDICAL,A,15000,6.91,0,0.18,N,7,11.338583982516495
35,RENT,0.0,DEBTCONSOLIDATION,B,3000,10.65,0,0.1,N,9,10.308985993422082
32,RENT,7.0,EDUCATION,B,3000,12.42,0,0.1,N,8,10.308985993422082
35,OWN,4.0,HOMEIMPROVEMENT,A,9000,6.76,0,0.11,N,6,11.338583982516495
28,RENT,0.0,VENTURE,B,12000,10.65,0,0.19,N,8,11.034905792929415
30,RENT,14.0,MEDICAL,B,12000,11.71,0,0.19,N,9,11.034905792929415
31,MORTGAGE,2.0,VENTURE,A,7600,7.51,0,0.09,N,5,11.338583982516495
28,RENT,2.0,EDUCATION,C,12000,10.99,0,0.19,N,10,11.034905792929415
31,MORTGAGE,2.0,EDUCATION,D,10400,14.96,0,0.12,N,7,11.338583982516495
33,MORTGAGE,3.0,MEDICAL,D,22000,14.59,1,0.28,N,8,11.101960259016467
34,MORTGAGE,15.0,PERSONAL,B,9250,11.36,0,0.11,N,8,11.338583982516495
28,MORTGAGE,1.0,PERSONAL,A,8400,7.51,0,0.1,N,10,11.338583982516495
34,RENT,5.0,VENTURE,B,12000,10.99,0,0.19,N,6,11.034905792929415
27,MORTGAGE,11.0,PERSONAL,D,14000,15.7,0,0.17,Y,7,11.338583982516495
29,RENT,3.0,PERSONAL,E,12000,19.03,0,0.19,N,6,11.038126355768453
27,RENT,5.0,MEDICAL,B,12000,12.42,0,0.19,N,6,11.041336579870135
29,OWN,11.0,EDUCATION,B,15000,12.18,0,0.18,N,10,11.338583982516495
29,MORTGAGE,1.0,HOMEIMPROVEMENT,B,20000,11.83,0,0.24,N,5,11.338583982516495
33,MORTGAGE,9.0,EDUCATION,D,20000,14.61,0,0.24,Y,5,11.338583982516495
28,RENT,4.0,EDUCATION,A,12000,6.91,0,0.19,N,5,11.042873834572456
35,RENT,6.0,VENTURE,D,12000,14.11,0,0.19,Y,8,11.042873834572456
28,RENT,3.0,DEBTCONSOLIDATION,A,12000,10.99,0,0.19,N,7,11.042937835596494
29,MORTGAGE,8.0,VENTURE,A,10000,10.99,0,0.12,N,8,11.338583982516495
32,RENT,4.0,VENTURE,A,12000,6.62,0,0.19,N,10,11.050905878263567
28,RENT,0.0,MEDICAL,B,12000,10.37,0,0.19,N,10,11.050905878263567
29,MORTGAGE,11.0,DEBTCONSOLIDATION,D,25000,15.33,1,0.32,Y,6,11.266167781796181
35,RENT,3.0,EDUCATION,B,12000,11.49,0,0.19,N,8,11.060384472475045
29,MORTGAGE,3.0,PERSONAL,A,35000,8.9,0,0.41,N,6,11.344518647594766
27,RENT,0.0,MEDICAL,C,12000,13.49,0,0.19,Y,5,11.06665398721974
28,MORTGAGE,13.0,HOMEIMPROVEMENT,C,9600,15.27,0,0.11,N,5,11.344518647594766
31,OWN,8.0,EDUCATION,C,6600,13.47,0,0.17,N,5,10.545367754151743
27,OWN,11.0,HOMEIMPROVEMENT,A,4000,7.68,0,0.11,N,9,10.545367754151743
27,MORTGAGE,5.0,VENTURE,A,18000,7.51,0,0.21,N,10,11.34782674007179
30,OWN,0.0,EDUCATION,B,6000,11.58,0,0.16,N,7,10.545367754151743
31,RENT,3.0,VENTURE,C,12000,12.73,0,0.19,N,8,11.073660524150764
27,MORTGAGE,11.0,DEBTCONSOLIDATION,A,4500,7.51,0,0.05,N,10,11.349311818841736
30,MORTGAGE,4.0,PERSONAL,B,8000,12.69,0,0.09,N,7,11.350371240731954
31,MORTGAGE,1.0,VENTURE,A,2500,8.49,0,0.03,N,10,11.350371240731954
33,RENT,17.0,VENTURE,C,12000,10.99,0,0.18,N,8,11.082157933374816
32,MORTGAGE,7.0,DEBTCONSOLIDATION,C,6000,12.99,0,0.07,Y,7,11.350371240731954
32,MORTGAGE,5.0,MEDICAL,B,20000,8.88,0,0.24,N,5,11.350371240731954
29,RENT,4.0,DEBTCONSOLIDATION,D,12000,16.49,1,0.2,Y,9,10.985309671896763
30,RENT,1.0,PERSONAL,B,12000,11.49,0,0.18,N,7,11.082157933374816
34,RENT,2.0,DEBTCONSOLIDATION,A,12000,7.49,0,0.18,N,7,11.082157933374816
27,RENT,0.0,PERSONAL,B,12000,10.99,0,0.18,N,5,11.082157933374816
31,MORTGAGE,2.0,EDUCATION,B,15600,12.53,1,0.2,N,5,11.277165156044557
32,MORTGAGE,4.0,VENTURE,A,9000,9.32,0,0.11,N,6,11.350371240731954
29,MORTGAGE,13.0,DEBTCONSOLIDATION,A,6000,7.68,0,0.07,N,8,11.350371240731954
30,OWN,12.0,VENTURE,A,7800,6.03,0,0.09,N,10,11.350418300109132
28,RENT,3.0,HOMEIMPROVEMENT,B,12000,10.99,0,0.18,N,5,11.112462823634855
33,MORTGAGE,6.0,DEBTCONSOLIDATION,D,5000,16.29,1,0.07,N,9,11.19822841866684
28,RENT,4.0,EDUCATION,A,12000,10.99,0,0.18,N,7,11.112462823634855
27,RENT,5.0,PERSONAL,C,12000,13.23,0,0.18,Y,7,11.112462823634855
31,RENT,4.0,DEBTCONSOLIDATION,A,12000,7.66,0,0.18,N,8,11.127277689932466
31,RENT,0.0,MEDICAL,B,12000,10.99,0,0.18,N,6,11.127277689932466
27,MORTGAGE,9.0,MEDICAL,B,24000,11.71,0,0.28,N,10,11.350418300109132
35,MORTGAGE,2.0,MEDICAL,B,14000,10.65,0,0.16,N,5,11.350418300109132
29,RENT,5.0,DEBTCONSOLIDATION,B,12000,12.42,1,0.19,N,8,11.060384472475045
27,RENT,3.0,VENTURE,B,12000,10.25,0,0.17,N,9,11.15347524494151
30,MORTGAGE,2.0,EDUCATION,A,15000,6.03,0,0.18,N,8,11.350418300109132
28,RENT,1.0,HOMEIMPROVEMENT,C,12000,14.27,0,0.17,Y,6,11.156264806643742
27,RENT,0.0,MEDICAL,B,12000,10.65,0,0.17,N,8,11.156264806643742
27,MORTGAGE,12.0,VENTURE,A,3800,6.03,0,0.04,N,6,11.350418300109132
28,MORTGAGE,0.0,EDUCATION,E,24000,19.03,0,0.28,N,7,11.350418300109132
27,MORTGAGE,11.0,EDUCATION,A,12000,6.62,0,0.14,N,10,11.350418300109132
29,MORTGAGE,9.0,MEDICAL,B,15000,10.65,0,0.18,N,9,11.350418300109132
27,MORTGAGE,3.0,DEBTCONSOLIDATION,B,18000,12.69,1,0.25,N,6,11.19822841866684
33,RENT,6.0,PERSONAL,D,12000,15.65,0,0.17,Y,5,11.156264806643742
31,RENT,8.0,HOMEIMPROVEMENT,A,12000,10.99,0,0.17,N,6,11.156264806643742
27,RENT,6.0,VENTURE,B,12000,10.99,0,0.17,N,8,11.156264806643742
32,OWN,0.0,MEDICAL,D,5000,15.37,0,0.13,N,5,10.530521639636548
27,OWN,4.0,HOMEIMPROVEMENT,A,6000,5.42,0,0.16,N,6,10.529559664306506
28,MORTGAGE,5.0,EDUCATION,D,16800,16.49,0,0.2,N,8,11.350418300109132
29,RENT,1.0,MEDICAL,C,12000,10.99,0,0.17,N,5,11.170449240431308
30,RENT,2.0,HOMEIMPROVEMENT,A,12000,8.9,0,0.17,N,8,11.170449240431308
29,MORTGAGE,14.0,VENTURE,B,7500,11.49,0,0.09,N,10,11.350418300109132
29,RENT,1.0,DEBTCONSOLIDATION,C,12000,13.16,0,0.17,Y,9,11.170449240431308
28,RENT,4.0,VENTURE,C,12000,13.49,0,0.17,Y,6,11.184435286790631
30,OWN,4.0,VENTURE,A,10000,6.03,0,0.27,N,10,10.524090921620362
28,RENT,3.0,MEDICAL,C,12000,14.27,0,0.17,Y,6,11.184435286790631
27,RENT,11.0,EDUCATION,A,12000,6.62,0,0.17,N,8,11.184435286790631
34,MORTGAGE,2.0,HOMEIMPROVEMENT,D,15000,15.99,0,0.18,Y,9,11.350418300109132
28,MORTGAGE,4.0,PERSONAL,B,35000,9.99,0,0.41,N,5,11.350418300109132
34,MORTGAGE,6.0,HOMEIMPROVEMENT,B,24000,11.49,0,0.28,N,7,11.350418300109132
28,MORTGAGE,2.0,EDUCATION,A,15000,8.49,0,0.18,N,7,11.350418300109132
35,MORTGAGE,9.0,DEBTCONSOLIDATION,A,21000,7.49,0,0.25,N,9,11.350418300109132
28,MORTGAGE,8.0,PERSONAL,A,12500,7.49,0,0.15,N,7,11.350418300109132
